epoch,accuracy,auc,f1_score,loss,lr,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.609624981880188,0.6464303135871887,0.44676700234413147,0.9424551725387573,1e-04,0.3572238087654114,0.5962175130844116,0.4918774962425232,0.6868902444839478,0.46464642882347107,1.296007513999939,0.32155340909957886,0.8372092843055725
1,0.6702499985694885,0.731559693813324,0.5159632563591003,0.7281050682067871,1e-04,0.4209580719470978,0.6663507223129272,0.6221038699150085,0.6898359656333923,0.4750276803970337,0.78110271692276,0.37456241250038147,0.6491405367851257
2,0.7253063321113586,0.8019291162490845,0.5844523906707764,0.5886279344558716,1e-04,0.49000951647758484,0.7239925265312195,0.6607190370559692,0.7124528884887695,0.4956452548503876,0.7309010028839111,0.4072869122028351,0.6329625844955444
3,0.7688171863555908,0.8429868817329407,0.6265400648117065,0.5102859735488892,1e-04,0.5368639826774597,0.7521823644638062,0.7741677761077881,0.7485589981079102,0.47783246636390686,0.601316511631012,0.6110236048698425,0.39231547713279724
4,0.7914999723434448,0.8689687252044678,0.6679935455322266,0.46833693981170654,1e-04,0.5800207257270813,0.7874237298965454,0.757656455039978,0.7394764423370361,0.509698212146759,0.5984223484992981,0.5455594062805176,0.47826087474823
5,0.828249990940094,0.9025013446807861,0.7104929089546204,0.39673951268196106,1e-04,0.6293392777442932,0.815674901008606,0.7110519409179688,0.7372915148735046,0.5226572155952454,0.6524344086647034,0.46261683106422424,0.6006066799163818
6,0.839209794998169,0.9175785183906555,0.732640266418457,0.3661637604236603,1e-04,0.6574627161026001,0.8272300362586975,0.7675099968910217,0.7456594109535217,0.506500780582428,0.6117947697639465,0.5743589997291565,0.4529828131198883
7,0.8693749904632568,0.9390537142753601,0.7727766633033752,0.3129836916923523,1e-04,0.701816737651825,0.8597000241279602,0.7589880228042603,0.7465844750404358,0.5131790637969971,0.5948334336280823,0.548275887966156,0.4823053479194641
